dbn,n_prgm,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description,url,coor,lat,long,n,prgm_set
18K576,1,Victory Collegiate High School,,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.victorycollegiate.org,307,"10th Grade Seats Available,College Trips,Dress Code,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18391,"40.634451,-73.916927",40.634451,-73.916927,0.05,Victory Collegiate High School
18K617,1,High School for Innovation in Advertising and Media,,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",http://iam-hs.org,208,Career and Technical Education (CTE),Not Accessible,https://www.myschools.nyc/en/schools/high-school/19434,"40.640543,-73.898601",40.640543,-73.898601,0.05,High School for Innovation in Advertising and Media
18K629,2,Cultural Academy for the Arts and Sciences,,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",brooklyncaas.com,251,Community School,Partially Accessible,https://www.myschools.nyc/en/schools/high-school/19415,"40.647728,-73.922212",40.647728,-73.922212,0.1,"Culinary Arts, Cultural Academy College Prep"
18K633,1,High School for Medical Professions,,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",www.hsmp.org,454,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/15529,"40.640543,-73.898601",40.640543,-73.898601,0.05,High School for Medical Professions
18K635,1,Olympus Academy,,"755 East 100 Street, Brooklyn NY 11236 (40.645965,-73.898607)",,191,10th Grade Seats Available,Not Accessible,https://www.myschools.nyc/en/schools/high-school/19778,"40.645965,-73.898607",40.645965,-73.898607,0.05,Olympus Academy
18K637,2,Academy for Conservation and the Environment,,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",acebrooklyn.com,306,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16081,"40.634451,-73.916927",40.634451,-73.916927,0.1,"Technology and Visual Arts Institute, Science and Health Institute"
18K642,2,Urban Action Academy,,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",www.uaacademy.org,209,"College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/19625,"40.640543,-73.898601",40.640543,-73.898601,0.1,"Urban Action Academy, Urban Action Academy D75 Inclusion Program"
19K404,1,Academy for Young Writers,,"1065 Elton Street, Brooklyn NY 11208 (40.657266,-73.874064)",afyw.org,542,"College Trips,Community School,Extended Day Program,Health Center,Internships Available,Online Grading System,Summer Orientation,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/18607,"40.657266,-73.874064",40.657266,-73.874064,0.05,Academy for Young Writers
19K409,2,East New York Family Academy,,"145 Pennsylvania Avenue, Brooklyn NY 11207 (40.673766,-73.895976)",https://www.schools.nyc.gov/schools/K409,511,"10th Grade Seats Available,College Trips,Community Service Expected,Extended Day Credit Recovery,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/16159,"40.673766,-73.895976",40.673766,-73.895976,0.1,"East New York Family Academy, East New York Family Academy D75 Inclusion Program"
19K422,2,Spring Creek Community School,,"1065 Elton Street, Brooklyn NY 11208 (40.657266,-73.874064)",https://www.schools.nyc.gov/schools/K422,530,Community School,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14982,"40.657266,-73.874064",40.657266,-73.874064,0.1,"Spring Creek Community School, Spring Creek Community School D75 Inclusion Program"
19K502,1,FDNY - Captain Vernon A. Richard High School for Fire and Life Safety,,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",FDNYHS.org,269,"Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16378,"40.666868,-73.895122",40.666868,-73.895122,0.05,FDNY-Captain Vernon A. Richard High School for Fire and Life Safety
19K504,1,High School for Civil Rights,,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.civilrightshs.org,233,"10th Grade Seats Available,LYFE (Living For The Young Family Through Education)",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18889,"40.666868,-73.895122",40.666868,-73.895122,0.05,High School for Civil Rights and Law
19K507,4,Performing Arts and Technology High School,,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.pathsnyc.org,379,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18744,"40.666868,-73.895122",40.666868,-73.895122,0.2,"Dance, Music, Technology, Drama / Theater Arts"
19K510,2,World Academy for Total Community Health High School (WATCH),,"400 Pennsylvania Avenue, Brooklyn NY 11207 (40.666868,-73.895122)",www.watchnyc.org,199,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Credit Recovery,Extended Day Program,Health Center,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Internships,Summer Orientation,Uniform,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18903,"40.666868,-73.895122",40.666868,-73.895122,0.1,"CNA Certified Nursing Assistant Program, Medical Science"
19K583,2,Multicultural High School,,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",mhsbk.org,299,"10th Grade Seats Available,Career and Technical Education (CTE),Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17082,"40.693002,-73.869305",40.693002,-73.869305,0.1,"Multicultural High School, Dual Language Spanish"
19K615,7,Transit Tech Career and Technical Education High School,,"1 Wells Street, Brooklyn NY 11208 (40.67878,-73.875328)",https://transittechhs.org/,715,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Tutoring,Health Center,Internship Expected,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15533,"40.67878,-73.875328",40.67878,-73.875328,0.35,"Computer Forensic Science and Technology, Transit Industrial Electronics, Transit Industrial Electrician, Transit Technician Technology, Computer Networking, Computer Engineering, Information Technology"
19K618,1,Academy of Innovative Technology,,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",www.aoiths.org,445,"Career and Technical Education (CTE),College Trips,Community School,Dress Code,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Multi-Session School,Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16482,"40.693002,-73.869305",40.693002,-73.869305,0.05,Academy of Innovative Technology
19K639,1,Brooklyn Lab School,,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",brooklynlabschool.org,437,"10th Grade Seats Available,Community School,LYFE (Living For The Young Family Through Education)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16648,"40.693002,-73.869305",40.693002,-73.869305,0.05,Engineering and Science
19K659,2,Cypress Hills Collegiate Preparatory School,,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",chcpschool.org,348,"College Trips,Community School,Community Service Expected,Extended Day Credit Recovery,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Summer Internships,Summer Orientation",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17153,"40.693002,-73.869305",40.693002,-73.869305,0.1,"Cypress Hills Collegiate Preparatory High School, International Baccalaureate Diploma Programme"
19K660,3,W. H. Maxwell Career and Technical Education High School,,"145 Pennsylvania Avenue, Brooklyn NY 11207 (40.673766,-73.895976)",www.whmaxwell.com,396,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Community Service Expected,Dress Code,Extended Day Credit Recovery,Extended Day Program,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Bridge,Summer Internships,Summer Orientation,Uniform",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14778,"40.673766,-73.895976",40.673766,-73.895976,0.15,"Design Technology, Medical Careers, Beauty Science & Technology"
19K683,1,School for Classics High School,,"370 Fountain Avenue, Brooklyn NY 11208 (40.67002,-73.874537)",https://www.schoolforclassics.com,264,"10th Grade Seats Available,College Trips,Extended Day Credit Recovery,Extended Day Program,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Not Accessible,https://www.myschools.nyc/en/schools/high-school/16937,"40.67002,-73.874537",40.67002,-73.874537,0.05,Theater Skills
19K764,1,"Urban Assembly School for Collaborative Healthcare, The",,"999 Jamaica Avenue, Brooklyn NY 11208 (40.693002,-73.869305)",uasch.org,335,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Tutoring,Health Center,Internships Available,LYFE (Living For The Young Family Through Education),Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/16157,"40.693002,-73.869305",40.693002,-73.869305,0.05,The Urban Assembly School for Collaborative Healthcare
19K953,1,The East New York Arts and Civics High School (T.E.A.C.H.),,"800 Van Siclen Avenue, Brooklyn NY 11207  (40.659934, -73.885704)",,NA,,Fully Accessible,https://www.myschools.nyc/en/schools/high-school/15035,"40.659934, -73.885704",40.659934,-73.885704,0.05,The East New York Arts and Civics High School (T.E.A.C.H
20K445,8,New Utrecht High School,,"1601 80th Street, Brooklyn NY 11214 (40.613041,-74.002308)",NewUtrechthighschoolnyc.com,3480,"10th Grade Seats Available,Career and Technical Education (CTE)",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/15821,"40.613041,-74.002308",40.613041,-74.002308,0.4,"Medical Professions & Health Careers, Academy of Legal Studies, Academy of Hospitality & Tourism, Academy of Art & Design, Honors Academy, Academy of Business and Technology, New Utrecht High School D75 Inclusion Program, Zoned"
20K485,3,High School of Telecommunication Arts and Technology,,"350 67th Street, Brooklyn NY 11220 (40.636721,-74.023419)",www.hstat.org,1225,"10th Grade Seats Available,Career and Technical Education (CTE),LYFE (Living For The Young Family Through Education)",Fully Accessible,https://www.myschools.nyc/en/schools/high-school/14887,"40.636721,-74.023419",40.636721,-74.023419,0.15,"Telecommunication Arts and Technology, High School of Telecommunication Arts and Technology D75 Inclusion Program, High School of Telecommunication Arts and Technology ASD Nest Program"
20K490,6,Fort Hamilton High School,,"8301 Shore Road, Brooklyn NY 11209 (40.626827,-74.038103)",fthhs.org,4657,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Extended Day Program,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/17277,"40.626827,-74.038103",40.626827,-74.038103,0.3,"Honors Academy, Joffrey Ballet Dance Academy, Instrumental Music, Vocal Music, Dramatic Arts Academy, Zoned"
20K505,10,Franklin Delano Roosevelt High School,,"5800 20th Avenue, Brooklyn NY 11204 (40.621299,-73.982583)",www.fdrhs.org,3300,"10th Grade Seats Available,College Trips,Health Center,Internships Available,Multi-Session School,Orientation",Not Accessible,https://www.myschools.nyc/en/schools/high-school/18313,"40.621299,-73.982583",40.621299,-73.982583,0.5,"STEAM -Robotics/Programming, STEAM-Environmental Studies, STEAM-Performing Arts, STEAM-Multimedia Design, STEAM-Science Research, Technical Theater, Dual Language Chinese, Studio Art Design, Franklin Delano Roosevelt High School ACES 15:1 Program, Zoned"
20K609,1,Urban Assembly School for Leadership and Empowerment,,"4200 16th Avenue, Brooklyn NY 11204 (40.6351,-73.982424)",Uascriminaljustice.org,559,"10th Grade Seats Available,College Trips,Dress Code,Internships Available,Online Grading System,Orientation,Uniform",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18613,"40.6351,-73.982424",40.6351,-73.982424,0.05,The Urban Assembly School for Leadership and Empowerment
21K337,1,International High School at Lafayette,,"2630 Benson Avenue, Brooklyn NY 11214 (40.593028,-73.986313)",www.inths.org,365,"10th Grade Seats Available,College Trips,Extended Day Tutoring,Health Center,Internship Expected,Online Grading System,Orientation,Summer Bridge,Summer Orientation,Weekend Programs",Partially Accessible,https://www.myschools.nyc/en/schools/high-school/18307,"40.593028,-73.986313",40.593028,-73.986313,0.05,International High School at Lafayette
