dbn,program,program_name,grade9geapplicantsperseat,grade9swdapplicantsperseat,eligibility,prgdesc,admissionspriority1,admissionspriority2,admissionspriority3,admissionspriority4,requirement_1,requirement_2,requirement_3,requirement_4,requirement_5,school_name,diadetails,location,website,total_students,addtl_info1,school_accessibility_description
18K563,program1,It Takes A Village Academy,3,4,NA,"Students are exposed to variety of math and science programs. Most programs are technology based. All students take technology classes starting with grade 9 through grade 12. Students use variety of programs to study mathematics, sciences, art (visual arts), literature, social studies, and foreign languages.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,It Takes a Village Academy,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",https://www.schools.nyc.gov/schools/K563,620,"10th Grade Seats Available,Community School",Partially Accessible
18K563,program2,Engineering Academy,13,19,NA,"This program equips students interested in Engineering and Technology with career-ready skills such as computer literacy, computer science programming, engineering design, maintenance skills, knowledge of programming language and the ability to create computer programs. Through our partnership with the Amazon Future Engineer Program, we have a comprehensive student-to-career program to inspire, educate and train students to pursue careers in engineering.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,It Takes a Village Academy,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",https://www.schools.nyc.gov/schools/K563,620,"10th Grade Seats Available,Community School",Partially Accessible
18K563,program3,Medical Professions & Science Academy,14,11,NA,"This Program prepares students for college and careers in Medicine, Dentistry, Ophthalmology, Pharmacy, Nursing, Allied Health Professions, Science and Math. Through our partnership with Long Island University (LIU), Department of Medical Professions, students will take college credit-bearing courses at LIU and get hands-on training through internships at local hospitals, medical facilities and Science Laboratories.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,It Takes a Village Academy,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",https://www.schools.nyc.gov/schools/K563,620,"10th Grade Seats Available,Community School",Partially Accessible
18K566,program1,"Science, Technology, Engineering, Arts and Math (STEAM) Program",6,8,NA,"S.T.E.A.M. education creates an integrated, innovative and equitable learning environment in every classroom. We use a S.T.E.A.M. approach in order to facilitate learning experiences driven by problem solving, discovery, and exploratory learning. S.T.E.A.M. allows students to connect what they learn with what they see around them and who they are,  promotes student readiness for college, prepares them for a 21st century workforce, and provides opportunities for critical and design thinking.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn Community High School for Excellence and Equity,NA,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.BrooklynXHighSchool.org,204,"10th Grade Seats Available,Community School",Partially Accessible
18K567,program1,Theater Arts,4,6,NA,NA,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn Theatre Arts High School,NA,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.btahs.org,338,"10th Grade Seats Available,Career and Technical Education (CTE),College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Summer Orientation,Weekend Programs",Partially Accessible
18K569,program1,Kurt Hahn Expeditionary Learning School,2,4,NA,"Kurt Hahn offers a liberal arts, college preparatory and project based curriculum. Our school offers a challenging and engaging curriculum culminating in performance based assessments, instead of all but the ELA Regents Exam. Our students take advanced course work including AP English, AP Human Geography, and a variety of College Now courses through Kingsborough College. Our students engage in twice yearly student led conferences, empowering them to be leaders of their own learning.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Kurt Hahn Expeditionary Learning School,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",www.kurthahnschool.org,259,"10th Grade Seats Available,College Trips,Community School,Extended Day Tutoring,Online Grading System,Orientation,Summer Orientation",Partially Accessible
18K576,program1,Victory Collegiate High School,2,3,NA,Opportunity for academic growth and career exploration through technology and course material. Electives include Film and Media Production and Robotics. Robust academic program with high level math and science courses.,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Victory Collegiate High School,NA,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",www.victorycollegiate.org,307,"10th Grade Seats Available,College Trips,Dress Code,Online Grading System,Orientation,Uniform",Partially Accessible
18K617,program1,High School for Innovation in Advertising and Media,3,5,NA,"The advertising and media program teaches students how these areas impact the creation of a business solution for clients. Students have the opportunity to explore and become certified in the technology used in advertising including programming, animation, web design, and production. Throughout four years at IAM, students will be exposed to professional settings through field trips and competitions. Students are also able to explore software engineering, including game, web, and app development.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,High School for Innovation in Advertising and Media,NA,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",http://iam-hs.org,208,Career and Technical Education (CTE),Not Accessible
18K629,program1,Culinary Arts,4,7,NA,"Students are taught by chefs who have several years of experience in the restaurant industry. They begin by studying Kitchen Safety & Sanitation and progress through Recipes, Weights and Measures; Flavor and Nutrition; Knife Skills, Vegetable and Meat Fabrication; Stocks, Broths, Soups and Sauces; Cooking Methods, Techniques and Terms; International Cuisines. Students also learn through, internships, catering events, running a lunch cafe, and field trips to produce markets and restaurants.",Priority to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Cultural Academy for the Arts and Sciences,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",brooklyncaas.com,251,Community School,Partially Accessible
18K629,program2,Cultural Academy College Prep,5,6,NA,"Advanced sequence of study to prepare students for post-secondary work and informed selection of majors. This cutting-edge national pilot program of curriculum, instruction, and mentoring was designed in collaboration with our national college partners.",Priority to Brooklyn students or residents,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Cultural Academy for the Arts and Sciences,NA,"5800 Tilden Avenue, Brooklyn NY 11203 (40.647728,-73.922212)",brooklyncaas.com,251,Community School,Partially Accessible
18K633,program1,High School for Medical Professions,14,9,NA,Our program utilizes many partnerships with community based organizations to provide exposure to different healthcare professions. Overall academic performance will determine the access to these opportunities for individual students.,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,High School for Medical Professions,NA,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",www.hsmp.org,454,"10th Grade Seats Available,College Trips,Dress Code,Extended Day Program,Health Center,Online Grading System,Orientation,Summer Internships,Uniform,Weekend Programs",Not Accessible
18K635,program1,Olympus Academy,NA,NA,"Open only to New York City residents who are between 16 and 21 years of age, and who successfully complete the school's registration questionnaire and interview process.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Olympus Academy,NA,"755 East 100 Street, Brooklyn NY 11236 (40.645965,-73.898607)",NA,191,10th Grade Seats Available,Not Accessible
18K637,program1,Technology and Visual Arts Institute,8,11,NA,"This institute focuses on technology and digital art through course work in computer science, robotics, AR / VR and computer art. Students will explore STEM initiatives such as computer programming through coding and robotics, as well as visual and digital computer arts.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Academy for Conservation and the Environment,NA,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",acebrooklyn.com,306,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
18K637,program2,Science and Health Institute,6,7,NA,"This institute focuses on environmental science and health professions. Students will be given opportunities to explore real world practical issues that affect the environment, through field work in Hydroponic studies as well as field work in the health professions through hands on experiences. Beginning September 2020 we will be afforded the opportunity to learn first hand in our brand new state of the art Hydroponics and Aquaponics Lab.",Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Academy for Conservation and the Environment,NA,"6565 Flatlands Avenue, Brooklyn NY 11236 (40.634451,-73.916927)",acebrooklyn.com,306,"10th Grade Seats Available,College Trips,Extended Day Program,Extended Day Tutoring,Health Center,Internships Available,Online Grading System,Orientation,Summer Orientation,Weekend Programs",Partially Accessible
18K642,program1,Urban Action Academy,1,2,NA,Students have a unique opportunity to take part in a law program.,Open to New York City residents,NA,NA,NA,NA,NA,NA,NA,NA,Urban Action Academy,NA,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",www.uaacademy.org,209,"College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Not Accessible
18K642,program2,Urban Action Academy D75 Inclusion Program,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urban Action Academy,NA,"1600 Rockaway Parkway, Brooklyn NY 11236 (40.640543,-73.898601)",www.uaacademy.org,209,"College Trips,Dress Code,Extended Day Program,Extended Day Tutoring,Internships Available,Online Grading System,Orientation,Summer Bridge,Summer Orientation",Not Accessible
19K404,program1,Academy for Young Writers,8,8,NA,"College preparatory curriculum. Four years of math, science, English and history. Selective courses including writing, computer science, robotics, coding, arts, music, in-school SAT prep, and college counseling.",Priority to continuing 8th graders,Then to New York City residents,NA,NA,NA,NA,NA,NA,NA,Academy for Young Writers,NA,"1065 Elton Street, Brooklyn NY 11208 (40.657266,-73.874064)",afyw.org,542,"College Trips,Community School,Extended Day Program,Health Center,Internships Available,Online Grading System,Summer Orientation,Weekend Programs",Fully Accessible
